id,category,level,question,option1,option2,option3,option4,answer,explanation
"ENV-E037","environment","easy","كيف يمكن أن تكون ""الصيانة الدورية"" للسيارة الخاصة عملاً صديقاً للبيئة؟","تقليل احتراق الزيت والدخان العادم وتخفيض استهلاك الوقود","تغيير لون السيارة بانتظام","رفع صوت المحرك لإخافة المارة","زيادة سرعة السيارة لأرقام قياسية","تقليل احتراق الزيت والدخان العادم وتخفيض استهلاك الوقود","المحرك الذي يعمل بكفاءة يحرق وقوداً أقل ويُصدر انبعاثات سامة أقل للهواء."
"ENV-E038","environment","easy","ما هو التصرف الصحيح والآمن عند التخلص من الأدوية منتهية الصلاحية في المنزل؟","رميها في عبوات محكمة لا تُسرب المواد الكيميائية للتربة","رميها في مجاري المياه أو الصرف الصحي مباشرة","حرقها في الشارع مع أوراق الأشجار","إعطاؤها للحيوانات الأليفة","رميها في عبوات محكمة لا تُسرب المواد الكيميائية للتربة","رمي الأدوية في الصرف الصحي يؤدي لتسرب الكيماويات السامة وتلوث المياه الجوفية والأنهار."
"ENV-E039","environment","easy","أي من هذه النباتات تُعتبر من المتسلقات الشهيرة التي تُزرع على شرفات البيوت السورية لتلطيف الهواء؟","ياسمين الشام المتسلق (الياسمين البلدي)","الصبار الصحراوي القاسي","شجر البلوط الضخم","نخل التمر الصحراوي","ياسمين الشام المتسلق (الياسمين البلدي)","عرائش الياسمين تلطف حرارة الصيف، وتمنح الشوارع الدمشقية رائحتها العطرة المميزة."
"ENV-E040","environment","easy","ما هي الفائدة البيئية لذهاب مجموعة جيران معاً بنفس السيارة إلى عملهم المشترك (التشارك بالركوب)؟","تقليل الازدحام المروري والانبعاثات الكربونية وتقليل صرف الوقود","زيادة استهلاك الوقود للسيارة الواحدة","تأخير الجميع عن أوقات عملهم","لا يوجد لها أي فائدة بيئية","تقليل الازدحام المروري والانبعاثات الكربونية وتقليل صرف الوقود","خروج سيارة واحدة بدلاً من أربع سيارات يعني انبعاثات أقل بـ 4 مرات وازدحاماً أخف."
"ENV-E041","environment","easy","أي طريقة ري تُعد الأفضل والأكثر توفيراً للحدائق المنزلية والعامة؟","الري بالتنقيط أسفل النبتة","الري بالغمر (فتح الخرطوم وترك الماء يجري)","رش الماء عالياً في الهواء","ري النباتات وقت الظهيرة الحارة","الري بالتنقيط أسفل النبتة","الري بالتنقيط يوصل الماء لجذور النبتة مباشرة ويمنع تبخر أو هدر كميات هائلة من المياه."
"ENV-E042","environment","easy","ماذا يُسمى الورق الذي يُصنع في المعامل عبر تجميع وعجن الأوراق والكرتون القديم المستعمل؟","الورق المُعاد تدويره","الورق الحريري الشفاف","الورق الزجاجي المقاوم للماء","الورق البلاستيكي","الورق المُعاد تدويره","الورق المُعاد تدويره ينقذ ملايين الأشجار من القطع ويوفر طاقة ومياهاً هائلة أثناء التصنيع."
"ENV-E043","environment","easy","ما هي المشكلة البيئية المرتبطة باستخدام الأكواب والصحون البلاستيكية ذات الاستخدام الواحد بكثرة؟","تتراكم في البيئة ولا تتحلل بسهولة وتسبب تلوثاً كبيراً","تتحلل وتتحول لسماد خلال أيام معدودة","تزيد من خصوبة التربة الزراعية","تعتبر مفيدة جداً لتنظيف مياه الأنهار","تتراكم في البيئة ولا تتحلل بسهولة وتسبب تلوثاً كبيراً","البلاستيك أحادي الاستخدام (Disposable) يستهلك لـ 5 دقائق ويبقى في البيئة لـ 500 عام."
"ENV-E044","environment","easy","ما هي الفائدة البيئية والاقتصادية من تنظيف فلتر (مصفاة) المكيف الهوائي بانتظام؟","تقليل استهلاك الكهرباء وتحسين جودة هواء الغرفة المنعش","زيادة استهلاك الكهرباء بشكل ملحوظ","رفع حرارة الغرفة وجعلها أكثر دفئاً","تغيير لون غاز التبريد داخل المكيف","تقليل استهلاك الكهرباء وتحسين جودة هواء الغرفة المنعش","الفلتر النظيف يسمح بمرور الهواء بسلاسة، مما يريح محرك المكيف ويقلل صرف الطاقة."
"ENV-E045","environment","easy","أي من هذه التصرفات يعتبر ""تلويثاً بصرياً وبيئياً"" للحي السكني؟","رمي مخلفات البناء (الردميات) بشكل عشوائي بين البيوت أو على الأرصفة","زراعة الأشجار الصغيرة على أطراف الأرصفة","طلاء جدران المدرسة بألوان متناسقة وزاهية","تعليق سلال الورد والنباتات على النوافذ","رمي مخلفات البناء (الردميات) بشكل عشوائي بين البيوت أو على الأرصفة","التلوث البصري كالردميات والقمامة يؤثر سلباً على الراحة النفسية للسكان ويشوه هوية المكان."
"DEV-E031","development","easy","أي من الأنشطة التالية يدعم ""الإنتاج المحلي"" كخطوة أساسية في التنمية المجتمعية؟","شراء المنتجات اليدوية والزراعية من أبناء الحي بدلاً من المستوردة الجاهزة","تشجيع شراء البضائع الأجنبية حصراً","إغلاق الورش المحلية والمحلات الصغيرة","الاعتماد على المعونات الخارجية بشكل دائم","شراء المنتجات اليدوية والزراعية من أبناء الحي بدلاً من المستوردة الجاهزة","دعم ابن الحي ومنتجه المحلي يضمن بقاء المال داخل الدورة الاقتصادية المجتمعية."
